,Brand-Pack Level,,,,,,,,,,,,,Brand Level,,,,,,,,,,,
,Key,Channel,Brand,PPG,RSV,Vol,CSF,MCV,RSV_Total,Volume_Total,,Category MCV,,Key,Channel,Brand,RSV,Vol,CSF,MCV,RSV_Total,Volume_Total,,Unique Brands,Fill Sorting Order
,=C89&D89&E89,,,,,,,,,,,,,=P89&Q89,Iceland,,,,,,,,,,
,=C90&D90&E90,,,,,,,,,,,,,=P90&Q90,Iceland,,,,,,,,,,
,=C91&D91&E91,,,,,,,,,,,,,=P91&Q91,Iceland,,,,,,,,,,
,=C92&D92&E92,,,,,,,,,,,,,=P92&Q92,Iceland,,,,,,,,,,
,=C93&D93&E93,,,,,,,,,,,,,=P93&Q93,Iceland,,,,,,,,,,
,=C94&D94&E94,,,,,,,,,,,,,=P94&Q94,Iceland,,,,,,,,,,
,=C95&D95&E95,,,,,,,,,,,,,=P95&Q95,Iceland,,,,,,,,,,
,=C96&D96&E96,,,,,,,,,,,,,=P96&Q96,Iceland,,,,,,,,,,
,=C97&D97&E97,,,,,,,,,,,,,=P97&Q97,Iceland,,,,,,,,,,
,=C98&D98&E98,,,,,,,,,,,,,=P98&Q98,Iceland,,,,,,,,,,
,=C99&D99&E99,,,,,,,,,,,,,=P99&Q99,Iceland,,,,,,,,,,
,=C100&D100&E100,,,,,,,,,,,,,=P100&Q100,Iceland,,,,,,,,,,
,=C101&D101&E101,,,,,,,,,,,,,=P101&Q101,Iceland,,,,,,,,,,
,=C102&D102&E102,,,,,,,,,,,,,=P102&Q102,Iceland,,,,,,,,,,
,=C103&D103&E103,,,,,,,,,,,,,=P103&Q103,Iceland,,,,,,,,,,
,=C104&D104&E104,,,,,,,,,,,,,=P104&Q104,Iceland,,,,,,,,,,
,=C105&D105&E105,,,,,,,,,,,,,=P105&Q105,Iceland,,,,,,,,,,
,=C106&D106&E106,,,,,,,,,,,,,=P106&Q106,Iceland,,,,,,,,,,
,=C107&D107&E107,,,,,,,,,,,,,=P107&Q107,Iceland,,,,,,,,,,
,=C108&D108&E108,,,,,,,,,,,,,=P108&Q108,Iceland,,,,,,,,,,
,=C109&D109&E109,,,,,,,,,,,,,=P109&Q109,Iceland,,,,,,,,,,
,=C110&D110&E110,,,,,,,,,,,,,=P110&Q110,Iceland,,,,,,,,,,
,=C111&D111&E111,,,,,,,,,,,,,=P111&Q111,Iceland,,,,,,,,,,
,=C112&D112&E112,,,,,,,,,,,,,=P112&Q112,Iceland,,,,,,,,,,
,=C113&D113&E113,,,,,,,,,,,,,=P113&Q113,Iceland,,,,,,,,,,
,=C114&D114&E114,,,,,,,,,,,,,=P114&Q114,Iceland,,,,,,,,,,
,=C115&D115&E115,,,,,,,,,,,,,=P115&Q115,Iceland,,,,,,,,,,
,=C116&D116&E116,,,,,,,,,,,,,=P116&Q116,Iceland,,,,,,,,,,
,=C117&D117&E117,,,,,,,,,,,,,=P117&Q117,Iceland,,,,,,,,,,
,=C118&D118&E118,,,,,,,,,,,,,=P118&Q118,Iceland,,,,,,,,,,
,=C119&D119&E119,,,,,,,,,,,,,=P119&Q119,Iceland,,,,,,,,,,
,=C120&D120&E120,,,,,,,,,,,,,=P120&Q120,Iceland,,,,,,,,,,
,=C121&D121&E121,,,,,,,,,,,,,=P121&Q121,Iceland,,,,,,,,,,
,=C122&D122&E122,,,,,,,,,,,,,=P122&Q122,Iceland,,,,,,,,,,
,=C123&D123&E123,,,,,,,,,,,,,=P123&Q123,Iceland,,,,,,,,,,
,=C124&D124&E124,,,,,,,,,,,,,=P124&Q124,Iceland,,,,,,,,,,
,=C125&D125&E125,,,,,,,,,,,,,=P125&Q125,Iceland,,,,,,,,,,
,=C126&D126&E126,,,,,,,,,,,,,=P126&Q126,Iceland,,,,,,,,,,
,=C127&D127&E127,,,,,,,,,,,,,=P127&Q127,Iceland,,,,,,,,,,
,=C128&D128&E128,,,,,,,,,,,,,=P128&Q128,Iceland,,,,,,,,,,
,=C129&D129&E129,,,,,,,,,,,,,=P129&Q129,Iceland,,,,,,,,,,
,=C130&D130&E130,,,,,,,,,,,,,=P130&Q130,Iceland,,,,,,,,,,
,=C131&D131&E131,,,,,,,,,,,,,=P131&Q131,Iceland,,,,,,,,,,
,=C132&D132&E132,,,,,,,,,,,,,=P132&Q132,Iceland,,,,,,,,,,
,=C133&D133&E133,,,,,,,,,,,,,=P133&Q133,Iceland,,,,,,,,,,
,=C134&D134&E134,,,,,,,,,,,,,=P134&Q134,Iceland,,,,,,,,,,
,=C135&D135&E135,,,,,,,,,,,,,=P135&Q135,Iceland,,,,,,,,,,
,=C136&D136&E136,,,,,,,,,,,,,=P136&Q136,Iceland,,,,,,,,,,
,=C137&D137&E137,,,,,,,,,,,,,=P137&Q137,Iceland,,,,,,,,,,
